,C1.1,C1.2,C1.3,C1.4,C1.5,C1.6,C1.7,C1.8,C1.9,C1.10,C1.11,C1.12,C1.13,C1.14,C1.15,C1.16,C1.17,C1.18,C1.19,C1.20,C1.21,C1.22,C1.23,C1.24,C1.25,C1.26,C1.27,C1.28,C1.29,C1.30,C1.31,C1.32,C1.33,ABC.1,ABC.2,ABC.3,ABC.4,ABC.5,ABC.6,ABC.7,ABC.8,ABC.9,ABC.10,ABC.11,ABC.12,ABC.13,ABC.14,ABC.15,ABC.16,ABC.17,ABC.18,ABC.19,ABC.20,ABC.21,ABC.22,ABC.23,ABC.24,ABC.25,ABC.26,ABC.27,ABC.28,ABC.29,ABC.30,ABC.31,ABC.32,ABC.33,Abundance,Space1,description,Space2,pvalue (Ttest),Bonferoni Correction (Ttest),Benjamin-Hochberger Correction (Ttest),Space3,Mann-Whitney U Test (Wilcox-Test),Bonferoni Correction (Wilcox-Test),Benjamin-Hochberger Correction (Wilcox-Test),Space5,Average Group 1,Average Group 2,Group_2/Group_1
Meta-Protein 6098,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 6156,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 6173,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 6160,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 6133,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 6149,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 2060,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 6155,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 6168,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 6153,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 6178,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 6154,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 6157,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 6122,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 2046,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 6183,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 6143,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 6175,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 6162,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 6180,0,0,0,0,0,0,0,0.00017138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017138,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.19E-06,0,0.00E+00
Meta-Protein 7194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 7657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 9503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 9504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 9505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 4952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 4946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 4955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 9507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 9494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 9496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 9498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 9502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 9499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 9497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 4953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 4956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 9490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 9491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 9501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 4954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 4945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 9506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 8596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,0,0,0,0,0,0,0,0,0,0,0,0,0.000168322,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,0,5.10E-06,#DIV/0!
Meta-Protein 3872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167406,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.07E-06,0,0.00E+00
Meta-Protein 3058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167406,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.07E-06,0,0.00E+00
Meta-Protein 5975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167406,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.07E-06,0,0.00E+00
Meta-Protein 3876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167406,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.07E-06,0,0.00E+00
Meta-Protein 4112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167406,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.07E-06,0,0.00E+00
Meta-Protein 8312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167406,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.3248127137,1,0.4787624411,,0.3321975614,1,0.4961271955,,5.07E-06,0,0.00E+00
